customer_id,first_name,last_name,gender,age,date_of_birth,month_of_birth,year_of_birth,email,phone,address,city,state,ZIP,latitude,longitude
b00155a019e,Lavera,Perin,Male,43,4,12,1980,lperin@perin.org,305-606-7291,573 N Main St,Kilmarnock,Virginia (VA),22482,37.725071,-76.38903
bcce3783317,Erick,Ferencz,Male,40,7,1,1983,erick.ferencz@aol.com,907-741-1044,100 Carter Rd N,Ashland,Virginia (VA),23005,37.758969,-77.463079
71306a9931b,Fatima,Saylors,Female,52,3,1,1971,fsaylors@saylors.org,952-768-2416,Rte 602,Urbanna,Virginia (VA),23175,37.651392,-76.618303
b9fdf659c5d,Jina,Briddick,Female,56,7,9,1967,jina_briddick@briddick.com,617-399-5124,17374 General Puller Hwy,Deltaville,Virginia (VA),23043,37.544664,-76.35824
f2bf0b33a24,Kanisha,Waycott,Female,33,15,3,1990,kanisha_waycott@yahoo.com,323-453-2780,23420 Cool Water Dr,Ruther Glen,Virginia (VA),22546,37.940071,-77.467209
1b1614f52ac,Emerson,Bowley,Male,46,29,9,1977,emerson.bowley@bowley.org,608-336-7444,884 Gloucester Rd,Saluda,Virginia (VA),23149,37.532135,-76.629724
08ee9bb9050,Blair,Malet,Male,41,10,2,1982,bmalet@yahoo.com,215-907-9111,225 N Washington Hwy,Ashland,Virginia (VA),23005,37.761459,-77.471431
07d1f061d40,Brock,Bolognia,Female,39,22,8,1984,bbolognia@yahoo.com,212-402-9216,10541 Buckley Hall Rd,Mathews,Virginia (VA),23109,37.431332,-76.330715
d131792ad17,Lorrie,Nestle,Female,39,2,1,1984,lnestle@hotmail.com,931-875-6644,8800 Studley Rd,Mechanicsville,Virginia (VA),23116,37.647313,-77.397825
9dfe2e36f73,Sabra,Uyetake,Female,33,12,12,1990,sabra@uyetake.org,803-925-5213,201 N Washington Hwy,Ashland,Virginia (VA),23005,37.761357,-77.47143
f77ca921934,Marjory,Mastella,Female,31,4,9,1992,mmastella@mastella.com,610-814-5533,802 Main St,West Point,Virginia (VA),23181,37.532558,-76.79699
6e1fb82f77b,Karl,Klonowski,Female,36,25,4,1987,karl_klonowski@yahoo.com,908-877-6135,6582 Main St,Gloucester,Virginia (VA),23061,37.414299,-76.527644
aff28c14638,Tonette,Wenner,Male,52,21,5,1971,twenner@aol.com,516-968-6051,301 England St,Ashland,Virginia (VA),23005,37.758623,-77.47603
c63d06bd668,Amber,Monarrez,Male,41,10,3,1982,amber_monarrez@monarrez.org,215-934-8655,6892 Main St,Gloucester,Virginia (VA),23061,37.413376,-76.524282
d962c66c7cb,Shenika,Seewald,Female,36,3,2,1987,shenika@gmail.com,818-423-4007,10000 Lewistown Rd,Ashland,Virginia (VA),23005,37.724019,-77.442366
16376893525,Delmy,Ahle,Female,28,19,3,1995,delmy.ahle@hotmail.com,401-458-2547,2510 New Kent Hwy,Quinton,Virginia (VA),23141,37.510963,-77.192444
b05615bd225,Deeanna,Juhas,Male,57,16,6,1966,deeanna_juhas@gmail.com,215-211-9589,10374 Leadbetter Rd,Ashland,Virginia (VA),23005,37.697044,-77.443669
aad3c372eda,Blondell,Pugh,Female,43,29,1,1980,bpugh@aol.com,401-960-8259,95 and 58 Bypass,Emporia,Virginia (VA),23847,36.685034,-77.553681
a22976dcafe,Jamal,Vanausdal,Male,58,25,3,1965,jamal@vanausdal.org,732-234-1546,900 Wiggins Rd,Emporia,Virginia (VA),23847,36.704071,-77.553708
d0843c55e42,Cecily,Hollack,Female,60,7,2,1963,cecily@hollack.org,512-486-3817,10487 Lakeridge Pkwy,Ashland,Virginia (VA),23005,37.699439,-77.453027
462d73f8664,Carmelina,Lindall,Female,40,25,11,1983,carmelina_lindall@lindall.com,303-724-7371,8315 Lee Davis Rd,Mechanicsville,Virginia (VA),23111,37.632696,-77.339337
f9b28154809,Maurine,Yglesias,Female,37,23,1,1986,maurine_yglesias@yglesias.com,414-748-1374,1332 N Rd St,Elizabeth City,North Carolina (NC),27909,36.328192,-76.2249
cd98b645fe3,Tawna,Buvens,Male,56,22,12,1967,tawna@gmail.com,212-674-9610,9540 Chamberlayne Rd,Mechanicsville,Virginia (VA),23116,37.647293,-77.408322
892f06ea0bd,Penney,Weight,Female,38,18,3,1985,penney_weight@aol.com,907-797-9628,800 Parsonage St,Elizabeth City,North Carolina (NC),27909,36.307228,-76.230454
7a97e43700d,Elly,Morocco,Female,36,31,7,1987,elly_morocco@gmail.com,814-393-5571,2894 George Washington Hgwy,Hayes,Virginia (VA),23072,37.284164,-76.506712
5ff6ee7be9d,Ilene,Eroman,Female,27,13,11,1996,ilene.eroman@hotmail.com,410-914-9018,834 Halstead Blvd,Elizabeth City,North Carolina (NC),27909,36.289234,-76.243022
c4a03c1e8a6,Vallie,Mondella,Female,47,29,2,1976,vmondella@mondella.com,208-862-5339,1047 Technology Park Dr,Glen Allen,Virginia (VA),23059,37.667937,-77.454972
687643de4fe,Kallie,Blackwood,Male,59,5,1,1964,kallie.blackwood@gmail.com,415-315-2761,6600 Richmond Rd,Williamsburg,Virginia (VA),23188,37.344298,-76.75709
9f36862bcd2,Johnetta,Abdallah,Male,48,24,10,1975,johnetta_abdallah@aol.com,919-225-9345,8383 Old Richfood Rd,Mechanicsville,Virginia (VA),23116,37.636847,-77.41589
5e70253f3f2,Bobbye,Rhym,Male,31,13,2,1992,brhym@rhym.com,650-528-5783,1010 W Ehringhaus St,Elizabeth City,North Carolina (NC),27909,36.295357,-76.234481
f73275c3d19,Micaela,Rhymes,Female,28,11,8,1995,micaela_rhymes@gmail.com,925-647-3298,5547-D Richmond Rd,Williamsburg,Virginia (VA),23188,37.314709,-76.733373
a0829bef189,Tamar,Hoogland,Female,47,13,8,1976,tamar@hotmail.com,740-343-8575,1400 Best Plaza,Richmond,Virginia (VA),23227,37.639077,-77.447361
f44860720ac,Moon,Parlato,Female,33,24,5,1990,moon@yahoo.com,585-866-8313,1001 W Ehringhaus St,Elizabeth City,North Carolina (NC),27909,36.295523,-76.234333
bbd92269c01,Laurel,Reitler,Female,37,19,3,1986,laurel_reitler@reitler.com,410-520-4832,306 Main St,Elizabeth City,North Carolina (NC),27976,36.445437,-76.328847
32ea157b337,Delisa,Crupi,Male,58,10,4,1965,delisa.crupi@crupi.com,973-354-2040,7003 Mechanicsville Tpke,Mechanicsville,Virginia (VA),23111,37.612445,-77.336397
4eb31e55e15,Viva,Toelkes,Female,39,17,8,1984,viva.toelkes@gmail.com,773-446-5569,1570 E Parham Rd,Richmond,Virginia (VA),23228,37.639035,-77.472099
9604a4239ac,Elza,Lipke,Male,39,5,5,1984,elza@yahoo.com,973-927-3447,141 Caratoke Hwy,Moyock,North Carolina (NC),27958,36.546892,-76.189958
0b24a5d741d,Devorah,Chickering,Female,38,20,4,1985,devorah@hotmail.com,505-975-8559,7266 Mechanicsville Tpke,Mechanicsville,Virginia (VA),23111,37.610112,-77.354465
ea68bf1f91f,Timothy,Mulqueen,Male,24,11,12,1999,timothy_mulqueen@mulqueen.org,718-332-6527,2100 E Parham Rd,Richmond,Virginia (VA),23228,37.641002,-77.488143
4cc23f3a50a,Arlette,Honeywell,Male,51,19,6,1972,ahoneywell@honeywell.com,904-775-4480,1100 Battlefield Blvd S,Chesapeake,Virginia (VA),23322,36.688784,-76.230724
61078ed7bb5,Dominque,Dickerson,Male,29,25,11,1994,dominque.dickerson@dickerson.org,510-993-3758,8050 Mechanicsville Tpke,Mechanicsville,Virginia (VA),23111,37.60066,-77.374653
24952548be8,Lettie,Isenhower,Female,23,6,2,2000,lettie_isenhower@yahoo.com,216-657-7668,565 Cedar Rd,Chesapeake,Virginia (VA),23322,36.712137,-76.256932
da7ddd247bb,Myra,Munns,Male,31,5,9,1992,mmunns@cox.net,817-914-7518,5932 Brook Rd,Richmond,Virginia (VA),23228,37.612386,-77.457292
cdb1b3a4804,Stephaine,Barfield,Male,23,2,4,2000,stephaine@barfield.com,310-774-7643,1250 Richmond Rd,Williamsburg,Virginia (VA),23185,37.281408,-76.719038
c9283782b56,Lai,Gato,Female,44,17,8,1979,lai.gato@gato.org,847-728-7286,1245 Cedar Rd S,Chesapeake,Virginia (VA),23322,36.717601,-76.285038
035b6cec1fb,Stephen,Emigh,Female,44,3,3,1979,stephen_emigh@hotmail.com,330-537-5358,10236 W Broad St,Glen Allen,Virginia (VA),23060,37.646097,-77.576435
fac13da56fd,Tyra,Shields,Female,50,5,2,1973,tshields@gmail.com,215-255-1641,1213 Duck Rd,Kitty Hawk,North Carolina (NC),27949,36.198647,-75.763605
831afb47d7d,Tammara,Wardrip,Female,33,25,5,1990,twardrip@cox.net,650-803-1936,4854-17 Longhill Rd,Williamsburg,Virginia (VA),23188,37.308225,-76.758321
0e2577742c5,Cory,Gibes,Female,39,16,9,1984,cory.gibes@gmail.com,626-572-1096,110 Medical Dr,Elizabeth City,North Carolina (NC),27909,36.323136,-76.220416
81dca4867d4,Danica,Bruschke,Female,40,29,9,1983,danica_bruschke@gmail.com,254-782-8569,201 Concourse Blvd,Glen Allen,Virginia (VA),23059,37.687341,-77.590721
6c535e9d408,Wilda,Giguere,Female,23,10,11,2000,wilda@cox.net,907-870-5536,1320 Richmond Rd,Williamsburg,Virginia (VA),23185,37.283098,-76.719754
5f40ce6874d,Elvera,Benimadho,Female,51,5,2,1972,elvera.benimadho@cox.net,408-703-8505,5500 N Croatan Hwy,Kitty Hawk,North Carolina (NC),27949,36.098489,-75.722241
55bc14acddc,Carma,Vanheusen,Female,47,20,10,1976,carma@cox.net,510-503-7169,11357 Nuckols Rd,Glen Allen,Virginia (VA),23059,37.68274,-77.589326
bcda90abfc4,Malinda,Hochard,Male,23,22,10,2000,malinda.hochard@yahoo.com,317-722-5066,4801 Courthouse St,Williamsburg,Virginia (VA),23188,37.308225,-76.758321
70a3b602a92,Natalie,Fern,Male,47,9,1,1976,natalie.fern@hotmail.com,307-704-8713,5400 The Woods Rd,Kitty Hawk,North Carolina (NC),27949,36.114215,-75.723362
07e6cd0cf29,Lisha,Centini,Male,44,15,9,1979,lisha@centini.org,703-235-3937,4990 Sadler Pl,Glen Allen,Virginia (VA),23060,37.665021,-77.576366
8ba1ae59873,Arlene,Klusman,Female,44,3,6,1979,arlene_klusman@gmail.com,504-710-5840,3841 N Croatan Hwy,Kitty Hawk,North Carolina (NC),27949,36.061331,-75.690257
8174f1da31e,Alease,Buemi,Female,50,15,1,1973,alease@buemi.com,303-301-4946,4680 -18- Monticello Ave,Williamsburg,Virginia (VA),23188,37.308225,-76.758321
4b00849a705,Louisa,Cronauer,Female,32,16,4,1991,louisa@cronauer.com,510-828-7047,3003 N Croatan Hwy,Kill Devil Hills,North Carolina (NC),27948,36.040114,-75.676755
d4869bcbe7a,Angella,Cetta,Female,52,21,6,1971,angella.cetta@hotmail.com,808-892-7943,4501 Highwoods Pkwy,Glen Allen,Virginia (VA),23060,37.658063,-77.578801
b112fd6a5e8,Cyndy,Goldammer,Female,51,26,7,1972,cgoldammer@cox.net,952-334-9408,101 W Airstrip Rd,Kill Devil Hills,North Carolina (NC),27948,36.003986,-75.657808
4faf1061f8c,Rosio,Cork,Male,32,31,5,1991,rosio.cork@gmail.com,336-243-5659,6370 Richmond,Lightfoot,Virginia (VA),23090,37.335609,-76.748973
52ffa794668,Celeste,Korando,Female,37,14,10,1986,ckorando@hotmail.com,516-509-2347,2224 S Croatan Hwy,Nags Head,North Carolina (NC),27959,35.989625,-75.646652
007b587214d,Twana,Felger,Male,54,28,2,1969,twana.felger@felger.org,503-939-3153,4222 Cox Rd,Glen Allen,Virginia (VA),23060,37.652163,-77.581473
bcadb617a4c,Estrella,Samu,Male,33,29,1,1990,estrella@aol.com,608-976-7199,962 Hwy S,Manteo,North Carolina (NC),27954,35.904709,-75.677749
4fe4aa29dc6,Donte,Kines,Female,29,1,6,1994,dkines@hotmail.com,508-429-8576,425 N Boundary St,Williamsburg,Virginia (VA),23185,37.275751,-76.707787
73071a02bfd,Tiffiny,Steffensmeier,Female,24,19,5,1999,tiffiny_steffensmeier@cox.net,305-385-9695,5000 S Croatan Hwy,Nags Head,North Carolina (NC),27959,35.945572,-75.619695
40312a24a95,Edna,Miceli,Male,50,24,2,1973,emiceli@miceli.org,814-460-2655,9111 Midlothian Tpke,Richmond,Virginia (VA),23235,37.496676,-77.566271
9759f919573,Sue,Kownacki,Female,34,8,5,1989,sue@aol.com,972-666-3413,39432 Nc Hwy 12,Avon,North Carolina (NC),27915,35.352384,-75.503213
2a62e1e5448,Jesusa,Shin,Male,30,29,3,1993,jshin@shin.com,931-273-8709,124 N Henry St,Williamsburg,Virginia (VA),23185,37.27139,-76.705878
5b8f3c0eb23,Rolland,Francescon,Female,52,1,5,1971,rolland@cox.net,973-649-2922,Hwy 210,Sneads Ferry,North Carolina (NC),28460,34.522387,-77.432807
29932bfa8be,Pamella,Schmierer,Female,28,2,3,1995,pamella.schmierer@schmierer.org,305-420-8970,14746 Village Sq Pl,Midlothian,Virginia (VA),23112,37.407218,-77.681715
4d94c9af367,Glory,Kulzer,Male,39,3,8,1984,gkulzer@kulzer.org,410-224-9462,Building 251,Camp Lejeune,North Carolina (NC),28542,34.64494,-77.321703
253006e5adc,Shawna,Palaspas,Female,46,1,8,1977,shawna_palaspas@palaspas.org,805-275-3566,210 Pky Dr,Williamsburg,Virginia (VA),23185,37.2746,-76.686011
11ff43d0920,Brandon,Callaro,Male,36,27,2,1987,brandon_callaro@hotmail.com,808-215-6832,13618 Hull St Rd,Midlothian,Virginia (VA),23112,37.409246,-77.653703
e0c5aabcc8a,Scarlet,Cartan,Male,35,24,3,1988,scarlet.cartan@yahoo.com,229-735-3378,200 Cape Fear Cr,Sneads Ferry,North Carolina (NC),28460,34.50347,-77.400998
b5a300973d5,Oretha,Menter,Female,31,15,8,1992,oretha_menter@yahoo.com,617-418-5043,1319 Jamestown Rd,Williamsburg,Virginia (VA),23185,37.251269,-76.73455
31d04aeb4f1,Ty,Smith,Female,52,23,5,1971,tsmith@aol.com,201-672-1553,Building 425a-Modular,Camp Lejeune,North Carolina (NC),28542,34.64494,-77.321703
b4540bf9a8c,Xuan,Rochin,Female,34,19,4,1989,xuan@gmail.com,650-933-5072,2511 Anderson Hwy,Powhatan,Virginia (VA),23139,37.521446,-77.818379
4dc7d462cf3,Lindsey,Dilello,Female,31,12,10,1992,lindsey.dilello@hotmail.com,909-639-9887,200 Packets Court,Williamsburg,Virginia (VA),23185,37.242789,-76.661988
67f888b3658,Devora,Perez,Male,36,16,3,1987,devora_perez@perez.org,510-955-3016,McCs Mail Building 1231,Camp Lejeune,North Carolina (NC),28542,34.64494,-77.321703
69d50417602,Herman,Demesa,Male,39,27,12,1984,hdemesa@cox.net,518-497-2940,1664 Anderson Hwy S,Powhatan,Virginia (VA),23139,37.509365,-77.759428
5020c14c1a5,Rory,Papasergi,Female,35,8,10,1988,rpapasergi@cox.net,570-867-7489,1220 Birch St,Camp Lejeune,North Carolina (NC),28547,34.673109,-77.33587
f98c19fc061,Talia,Riopelle,Male,51,27,2,1972,talia_riopelle@aol.com,973-245-2133,Us Coast Guard Trn Center,Yorktown,Virginia (VA),23692,37.196503,-76.485182
e819817575b,Van,Shire,Male,39,14,4,1984,van.shire@shire.com,908-409-2890,410 New Bridge St,Jacksonville,North Carolina (NC),28540,34.750148,-77.426396
8ccfba27d14,Lucina,Lary,Female,39,5,11,1984,lucina_lary@cox.net,321-749-4981,4944 Millridge Pkwy E,Midlothian,Virginia (VA),23112,37.422391,-77.638085
2c4a522c969,Bok,Isaacs,Female,39,2,9,1984,bok.isaacs@aol.com,718-809-3762,719 Newbridge St,Jacksonville,North Carolina (NC),28540,34.749633,-77.423069
f2c23478d97,Rolande,Spickerman,Female,47,20,10,1976,rolande.spickerman@spickerman.com,808-315-3077,182 Enterprise Dr,Newport News,Virginia (VA),23603,37.175267,-76.582812
a2030222456,Howard,Paulas,Female,38,20,3,1985,hpaulas@gmail.com,303-623-4241,101 Western Blvd,Jacksonville,North Carolina (NC),28546,34.744064,-77.379015
96e0219b932,Kimbery,Madarang,Male,36,19,8,1987,kimbery_madarang@cox.net,973-310-1634,4901 Commonwealth Center,Midlothian,Virginia (VA),23112,37.430354,-77.648241
a397bcca35f,Thurman,Manno,Male,39,6,6,1984,thurman.manno@yahoo.com,609-524-3586,4326 Market St,Wilmington,North Carolina (NC),28403,34.242367,-77.892059
6c02cef9244,Becky,Mirafuentes,Female,53,30,1,1970,becky.mirafuentes@mirafuentes.com,908-877-8409,1321 Lee Blvd,Newport News,Virginia (VA),23604,37.16731,-76.600625
57321cacb26,Beatriz,Corrington,Male,36,22,4,1987,beatriz@yahoo.com,508-584-4279,13540 E Boundary Rd,Midlothian,Virginia (VA),23112,37.448308,-77.646926
aab79f6d7b0,Marti,Maybury,Female,44,5,9,1979,marti.maybury@yahoo.com,773-775-4522,4715 New Centre Dr,Wilmington,North Carolina (NC),28405,34.248435,-77.881569
3947349cca5,Nieves,Gotter,Male,48,15,1,1975,nieves_gotter@gmail.com,503-527-5274,5303 Williamsburg Rd,Sandston,Virginia (VA),23150,37.517922,-77.340185
be2f025ed66,Leatha,Hagele,Female,37,9,9,1986,lhagele@cox.net,214-339-1809,2105 Capital Dr,Wilmington,North Carolina (NC),28405,34.283277,-77.87425
57362cf225e,Valentin,Klimek,Female,43,21,4,1980,vklimek@klimek.org,312-303-5453,13531 E Boundary Rd,Midlothian,Virginia (VA),23112,37.448086,-77.646454
5049c09c548,Melissa,Wiklund,Male,53,16,2,1970,melissa@cox.net,419-939-3613,3804 1/2 Park Ave,Wilmington,North Carolina (NC),28403,34.227832,-77.880425
6e74bc957a5,Sheridan,Zane,Male,33,16,6,1990,sheridan.zane@zane.com,951-645-3605,12891 Jefferson Ave,Newport News,Virginia (VA),23608,37.147445,-76.527071
bb0e8d0b55a,Bulah,Padilla,Male,39,26,9,1984,bulah_padilla@hotmail.com,254-463-4368,3224c N College Rd,Wilmington,North Carolina (NC),28405,34.309102,-77.878609
19a489a6329,Audra,Kohnert,Male,52,17,10,1971,audra@kohnert.com,615-406-7854,3530 Post Office Rd,Midlothian,Virginia (VA),23112,37.436275,-77.606567
931b325a9e5,Daren,Weirather,Male,52,20,4,1971,dweirather@aol.com,414-959-2540,5738 Rte 17,Grafton,Virginia (VA),23692,37.164772,-76.465399
f4b354be942,Fernanda,Jillson,Female,42,3,8,1981,fjillson@aol.com,410-387-5260,3916 Oleander Dr,Wilmington,North Carolina (NC),28403,34.213519,-77.898985
6b20668ab3b,Gearldine,Gellinger,Female,35,27,1,1988,gearldine_gellinger@gellinger.com,972-934-6914,1201 Sycamore Sq,Midlothian,Virginia (VA),23113,37.50552,-77.653146
9d12757479b,Chau,Kitzman,Male,56,3,9,1967,chau@gmail.com,310-560-8022,5702 George Washington Memoria,Grafton,Virginia (VA),23692,37.164353,-76.465071
39b90df1a4e,Theola,Frey,Male,55,22,4,1968,theola_frey@frey.com,516-948-5768,2575 Homeview Dr,Richmond,Virginia (VA),23294,37.637726,-77.543815
c9cd712c921,Cheryl,Haroldson,Male,40,22,2,1983,cheryl@haroldson.org,609-518-7697,4006 Oleander Dr,Wilmington,North Carolina (NC),28403,34.212652,-77.897096
bbbaa5603e9,Laticia,Merced,Female,47,2,9,1976,lmerced@gmail.com,513-508-7371,529 Wythe Creek Rd,Hampton,Virginia (VA),23662,37.129729,-76.391567
99a3ab71e44,Carissa,Batman,Female,36,7,1,1987,carissa.batman@yahoo.com,541-326-4074,4322 E Tradewinds Ave,Lauderdale By The Sea,Florida (FL),33308,26.188851,-80.10014
bbc8d8e40e9,Lezlie,Craghead,Female,46,5,3,1977,lezlie.craghead@craghead.org,919-533-3762,4050 Innslake Dr,Glen Allen,Virginia (VA),23060,37.648321,-77.580163
e4d7ad1da22,Ozell,Shealy,Female,51,25,12,1972,oshealy@hotmail.com,212-332-8435,Corner Of G St and Reigel Rd,Wilmington,North Carolina (NC),28403,34.227832,-77.880425
fd6d2708d9d,Arminda,Parvis,Male,34,9,1,1989,arminda@parvis.com,602-906-9419,606 Denbigh Blvd,Newport News,Virginia (VA),23608,37.137093,-76.522939
